sentence,target,gold,ls_concat
list> Words of wisdom Julia Child doesn't have much use for fads and trends -- never has.,wisdom,horse sense;common sense;clear thinking;poise;discrimination;enlightenment;penetration;wise thinking;gumption;good judgment;balance;perspicacity;reason;caution;sanity;prudence;knowledge;judgment;solidity;practicality;the wise;savvy;savoir faire;sophistication;expertise;information;comprehension;circumspection;foresight;experience;pansophy;sapience;advice;stability;insight;discernment;understanding;intelligence;a sage;erudition;sagacity;learning;acumen;astuteness;judiciousness;shrewdness;brains;sageness,advice;knowledge;truth;humor;humour;guidance;expertise
"I turned to keep going, but he caught my arm again. “Don’t do this, kid! It’s a dumb idea.",kid,girl;little one;young person;bairn;child;pal;juvenile;lad;man;tot;buddy;youngster;young friend;kiddo;guy;teenager;youth;infant;son;daughter;baby;boy;young comrade;lass,child;son;baby;girl;guy
"He didn’t move, just stared and held his drink. The next time I saw them, his mouth was moving. She nodded and he took her arm.",next,"coterminous;other;consequent;proximate;follow;beside;adjoining;touching;attached;hard by;meeting;second;on the side;neighboring;nearest;succeeding;abutting;coming;alongside;side-by-side;adjacent;back-to-back;closest;subsequent;close;ensuing;after;following;coming immediately after in space, time, order;later",second;last;new;first;fourth
"“I think that the person who stole the girl we’re looking for might be a vampire. Isis …you know some way to locate the undead, don’t you?” “I do.",know,prize;understand;cognize;recognize;be master of;be informed;perceive;be acquainted with;discern;feel;experience;apperceive;learn;be versed;discriminate;feel certain;be learned;have dealings with;be familiar with;notice;have information;realize;be aware of;have knowledge of;be acquainted;be schooled;associate;sustain;taste;comprehend;have;fathom;be cognizant;have familiarity;undergo;understand information;identify;savor;differentiate;be friends with;have down pat;get acquainted;distinguish;ken;keep up on;see;appreciate;apprehend;get the idea;grasp;on top of;be conversant in;be read;fraternize,learn;understand
Tibbets hated paperwork. Karnes thought it was a breeze. They were a wartime match that changed the world.,thought,weigh;examine;imagine;contemplate;appraise;analyze;cogitate;anticipate;foresee;vision;estimate;deduce;perceive;take;envisage;be convinced;feel;image;reminisce;study;believe;meditate;mull;gather;sense;have in mind;guess;infer;recollect;deem;muse;feature;credit;esteem;ideate;brood;mull over;see;cerebrate;take under consideration;conceive;intellectualize;assume;evaluate;ruminate;logicalize;comprehend;stew;recall;ponder;realize;revolve;plan for;regard;judge;presume;determine;rationalize;resolve;consider;deliberate;understand;envision;suppose;project;turn over;stop to consider;fancy;reckon;figure out;speculate;sort out;hold;suspect;reflect;conclude;reason;appreciate;opine;expect;visualize;surmise;rack ones brains;remember call to;use ones head;mind,said;believed;liked;felt;figured
"“I don’t think he’s there,” Dvorov shouted to me. “It must have been wishful thinking.” “No, I saw him!",wishful,greedy;keen;acquisitive;yearning;longing;desiring;lustful;craving;opportune;itchy;aspiring;wishing;daydreaming;optimistic;desirous;longful;fortuitous;ambitious;hankering;hopeful,delusional;careless;foolish;magical;mistaken;naïve;silly;naive;ful
"In a blink of the strobe light, he was on his feet and dashing from the room. “Come on!” shouted Nepthys.",Come,wind up at;get;buzz;chance;fall by;grow;turn out;sum to;turn up;break;move toward;come to pass;drop in;materialize;be at disposal;hit town;pop up;burst;originate;hap;get in;happen;wax;punch in;betide;ring in;be accessible;mature;enter;befall;hurry;reach;go;sky in;near;be ready;check in;total;clock in;approach;draw near;show up;number;amount;sign in;make it;be handy;punch the clock;fall in;run;close in;let go;extend;breeze in;run into;aggregate;hit;transpire;be obtainable;show;stretch;proceed;expand;become;attain;be convenient;pop in;join;spring in;blow in;advance;flare;develop;turn;make the scene;appear;spread;come over;occur;move;fall;take place;arrive;roll in;bob up;reach add;up,Stay;Bring;come;Coming
"Karnes was the personnel and classification officer. He was only a captain, but he had been left in charge at Wendover the day Tibbets surprised them by landing a B-29, a new plane no one at Wendover had seen. Tibbets had just been ordered to organize a combat force to drop a bomb being developed by a secret enterprise known as the Manhattan Project.",new,modern;further;extra;fashionable;dissimilar;untrained;up-to-date;farther;uncontaminated;altered;renewed;unique;dewy;else;unused;just out;unspoiled;unlike;restored;unseasoned;contemporary;fresh;more;added;unfamiliar;changed;brand new;different;improved;regenerated;modish;recent;just develop;advanced;youthful;refreshed;cut edge;distinct;additional;untouched;another;late;untried;strange;redesigned;newfangled;virgin;unskilled;neoteric;unaccustomed;unknown;modernistic;current;revived;other;increased;ultramodern;revolutionary;unusual;supplementary;original;brand-new;topical;latest;inexperienced;modernized;au courant;spick-and-span;now;state-of-the-art;innovative;untrodden;novel;newly make;cuttingedge,fresh;different;military;secret;strange
"As I got older, I shook the tales off with a nod and a ""Yes, Nana."" I got older and went to school, then to college, and I replaced the dreams my Nana gave me with the music DJs mixed for crowds in clubs, webs of pulse that shook us until we could believe anything. My girlfriend Rachel and I would go to the clubs near our school.",then,thus;follow;head;later;anon;ergo;thence;proceed;when;therefore;and;from there on;before long;formerly;thenceforth;all at once;again;accordingly;from that time;thereupon;whence;at that instant;at another time;at that moment;years ago;hence;afterward;at that point;on that occasion;suddenly;so;from then on;before;consequently;continue;afterwards;soon after;next;at that time,sometimes;later;went;first;going;thence
"Nepthys walked towards it and pressed his bloody palm against it, opening the door. “Are you coming?” We slipped through the door and came out, not inside the building, but on a busy street in a completely different part of town.",coming,move;be obtainable;fall by;punch the clock;blow in;drop in;make it;sum to;be convenient;show;be at disposal;draw near;flare;extend;aggregate;breeze in;fall in;spring in;run into;sky in;come over;reach;hap;turn out;bob up;become;roll in;be handy;total;burst;occur;move toward;turn;grow;hit town;enter;wax;punch in;join;clock in;transpire;wind up at;originate;be accessible;arrive;approach;materialize;expand;make the scene;attain;pop in;accompany me;chance;close in;hit;be ready;number;pop up;fall;ring in;sign in;get in;go;stretch;advance;befall;take place;spread;get;run;betide;show up;appear;amount;develop;buzz;break;happen;check in;come to pass;near;turn up;mature;reach add;up,going;starting;bringing;arriving;getting;staying;leaving
"Some working chefs say they routinely review conservation group Web sites, government reports and industry sources. ""For me, it's very difficult to be certain that the information which is given to me is real,"" said Eric Ripert, chef at Le Bernardin, a four-star seafood restaurant in Manhattan. ""I don't know.",certain,concluded;indubitable;express;divers;ascertain;assure;undoubted;evident;specified;ascertained;sure;believing;cocksure;special;real;infallible;specific;definitive;particular;insured;questionless;convinced;one;having down pat;untroubled;true;stipulated;assured;defined;trustworthy;precise;some;sure thing;irrefutable;definite;unperturbed;ensured;certified;decided;determined;genuine;on ice;undoubtable;incontrovertible;a few;many;sundry;set;absolute;authoritative;singular;regular;numerous;known;positive;establishable;various;reliable;clear;unconcerned;undeniable;destined;assertive;satisfied;marked;individual;satisfy;unequivocal;upwards of;firm;guaranteed;warranted;settled;in the bag;verifiable;provable;confident;confirmable;plain;unambiguous;undoubting;calm;established;several;sanguine;aware;unmistakable;undoubtful;sound;secure;salted away;stated;supreme;undisturbed;conclusive;fixed;valid;predestined;safe;demonstrable;unerring;bound;selfconfident;couple;referring to a specifically known amount a,sure;certainly;secure;assured;precise;certainty;confident;definite
"Karnes met Tibbets when the 29-year-old bomber pilot walked into Karnes' office at Wendover Army Air Field on the Utah-Nevada border. Karnes was the personnel and classification officer. He was only a captain, but he had been left in charge at Wendover the day Tibbets surprised them by landing a B-29, a new plane no one at Wendover had seen.",personnel,organization;shop;staff;corps;office;human resource;troop;group;faculty;cadre;crew;hr;employees of business or other enterprise;military personnel;work force;helpers;people;members;men and women;human resources;workers;troops,manpower;staff;person;people;payroll;transportation;management;information
"They believe that if prescriptive authority becomes the norm, biomedical requirements will inevitably seep into the psychology curriculum, at the expense of traditional psychological science and methodology. Lilienfeld feels that many clinical psychologists already receive inadequate training in fundamentals such as research design and evaluation. RxP opponents charge the APA with pushing its prescription-privileges agenda without adequately assessing support for it in the field.",inadequate,"barren;incapable;scarce;bush-league;deficient;bare;found wanting;not enough;mediocre;incommensurate;lacking;less than stellar;limited;lousy;unproductive;dry;inconsiderable;imperfect;shy;stinted;impotent;insubstantial;low;inappreciable;unequal;parsimonious;sketchy;meager;incompetent;sparse;stunted;spare;bad;minus;inferior;junk;depleted;weak;incomplete;too little;failing;niggardly;small;thin;skimpy;inapt;insufficient;scanty;minimal;feeble;sterile;faulty;short;unqualified;miserly;glitch;lame;lemon;poor;defective, insufficient, incompetent",insufficient;ineffective;inadequ;inferior;ample;inappropriate;unprepared
"He was searching for a remote installation to train bomber crews and support units in total secrecy. Tibbets instantly liked the isolation and vast size of Wendover and the surrounding Bonneville Salt Flats. And he immediately liked Karnes, who showed him around the base.",size,content;spread;intensity;volume;stretch;space;range;enormity;height;substance;extension;scope;amplitude;capacity;width;amount;caliber;measurement;expanse;proportion;body;area;breadth;substantiality;immensity;extent or bulk of some dimension;stature;dimension;admeasurement;tonnage;extent;magnitude;voluminosity;diameter;length;mass;proportions;dimensions;vastness;largeness;capaciousness;highness;greatness;hugeness;bigness,scale;nature;diameter;ness;length;magnitude;area
"One wrong word and you find yourself cursed with infinite earwax or something. So what else do you want to know, Nathan?” “I don’t know …hey, what about the nature spirits, things like that?",know,be friends with;associate;ken;apprehend;notice;differentiate;apperceive;be read;be cognizant;appreciate;perceive;have information;get the idea;have knowledge of;fathom;recognize;be informed;fraternize;be versed;grasp;savor;be acquainted;cognize;realise;see;understand information;taste;feel;hear;be master of;keep up on;be schooled;have down pat;sustain;understand;inquire;experience;be acquainted with;feel certain;be familiar with;prize;undergo;on top of;comprehend;be learned;have;have dealings with;identify;learn;be conversant in;discern;distinguish;get acquainted;discriminate;realize,learn;ask;say;tell;see;feel;answer;understand
"Suddenly, Amy screamed. I whirled around and threw up my arm just in time to knock Dvorov away. His eyes were glowing red, and he had bared a set of fangs that could probably take my hand off.",knock,wallop;abuse;buffet;tap;move;clout;punch;denunciate;condemn;blame;maltreat;maul;carp;drub;reprehend;hit;hurt;deck;thwack;thump;find fault;lambaste;slam;smack;clap;reprobate;denounce;bruise;level;roughhouse;deprecate;floor;total;damage;mistreat;whack;strike;bat;censure;beat up;rap;run down;alive;manhandle;ko;skin;throw;bash;disparage;flatten;deflect;thrash;batter;push over;cavil;cuff;pound;belittle;bob;beat;slap;push;criticize harshly;wound;fell,block;smack;push;slam;blast;kick
And how did you recognize me when – ” “That’s enough! I can only answer one question at a time.,enough,the last straw;decently;amply;fairly;enough already;all;satisfactorily;commensurately;good;sufficiently;adequately;rather;proportionately;averagely;reasonably;a bit much;barely;tolerably;passably;acceptably;it;admissibly;moderately;abundantly;the limit;sufficient;so-so,sufficient;insufficient
"He's got that reputation and that's important to us, especially a club like ours that is an egoless club."" Ochoa will join the club today in Anaheim before tonight's game against the Yankees. He said he's fine with his role as a reserve outfielder and pinch hitter.",join,splice;affiliate with organization;fuse;stick together;butt;adjoin;mingle with;abut;append;tack on;leash;knit;parallel;wed;lie near;rim;yoke;meet;line;tie;tie up with;be close to;mate;entwine;be contiguous to;weave;follow;enter;be on;go to;bless;slap on;lock;clasp;extend;associate;attach;align;take part in;agglutinate;cooperate;cement;unite;fall in with;assemble;take up with;combine;plug into;stay in;weld;affix;enlist;lie next to;clamp;come aboard;lump together;grapple;hem;clip;team up with;incorporate;side with;adhere;coalesce;blend;tie up;add;accompany;copulate;neighbor;bound;associate with;communicate;pair with;border on;melt;pair;conjoin;skirt;play with;coadunate;enroll;marry;lie beside;fringe;be in;hitch on;get on;march;bracket;concrete;put together;span;conjugate;open into;interlace;couple;intermix;be at hand;sign up;connect;mix;reach;throw in with;fasten;touch;consort;juxtapose;verge on;annex;sign on;be adjacent to;trench on;compound;link;tag on,leave;arrive;meet
"“I think that our world is a reflection of yours, or yours is a more boring reflection of ours. This place is just a little of both. In America, things are still weird after the European conquest.",little,vulgar;mean;paltry;truncated;microscopic;undeveloped;trifling;wizened;undersized;hidebound;narrow;bigoted;shrimpy;immature;insufficient;slight;minor;set;hardly any;contemptible;hasty;toy;inappreciable;brief;trace;embryonic;wee;short-lived;snub;dab;ineffectual;stunted;light;mini;casual;miniature;junior;sparse;fleeting;tiny;unimportant;diminutive;base;small-minded;peanut;provincial;petite;young;self-centered;dash;imperceptible;minute;elfin;negligible;piece;short;shoestring;inconsiderable;tad bit;scant;narrow-minded;small;limited;insignificant;teeny;meager;wicked;not big;cheap;fragment;shriveled;petty;selfish;stubby;trivial;infant;dinky;bit;illiberal;infinitesimal;not large;bantam;cramped;skimpy;not important;size;amount babyish;small in;lilliputian,
"That was the message delivered by government and private security experts at an all-day conference on corporate electronic espionage. ""Hostile and even friendly nations routinely steal information from U.S. companies and share it with their own companies,"" said Noel D. Matchett, a former staffer at the federal National Security Agency and now president of Information Security Inc., Silver Spring, Md. It ""may well be"" that theft of business data is ""as serious a strategic threat to national security"" as it is a threat to the survival of victimized U.S. firms, said Michelle Van Cleave, the White House's assistant director for National Security Affairs.",now,in a minute;just now;here and now;like now;nowadays;directly;at the moment;in a moment;momentarily;right away;current;these days;promptly;on the double;at the present time;away;at this time;instantly;first off;immediately;presently;present;instanter;pronto;this day;here;currently;today;straightaway;at this moment;soon;at once;in nothing flat;forthwith;right now;pdq;more;presently any,currently;current;Now;new;recently;also
"Nepthys stood over him with a blue sword in his hand. It flashed in the strobe where it wasn’t streaked with Dvorov’s blood. “He wasn’t the only one with a secret or two,” he said by way of explanation.",blood,sanguine fluid;spill blood;stock;clot;pedigree;fluid;lineage;kinship;kindred;gore;red body fluid;birth;ancestry;vital fluid;origin;family;bloodshed;descent;liquid;sanguine;consanguinity;cruor;hemoglobin;extraction;plasma;line;flesh;claret;juice;descendants;relations,skin;death;body;bullet;life;hair
"Well, we don’t get many customers asking about that item. Please, walk this way.” She led us past the silks and through an arch decorated with pictures of wooden ships and what looked like African tribesmen.",walk,move;stump;proceed;march;foot;locomote;tread;strut;saunter;exercise;meander;tour;amble;canter;pad;stride;shuffle;prance;take a walk;stroll;hoof it;travel;scuff;trek;pace;patrol;run;parade;move along on foot;ambulate;wander;knock about;slog;plod;trudge;stalk;go on foot;rove;roam;escort;step;leg;perambulate;troop;file;shamble;hike;traipse;promenade;traverse;tramp;lead;travel on foot;go;toddle;come;race;advance;lumber;hit the road;wend ones way,come;look;go;talk;step
"The 300-millimeter silicon wafers -- about the size of a standard pizza -- are shuttled around the facility in enclosed plastic pods, which ride on overhead tracks. They drop down from wires automatically into machines, sheathed in stainless steel and glass, for each stage of processing and fabrication. Throughout the 500 processing steps, which typically last 20 days, the wafers are not touched by human hands.",fabrication,deceit;invention;erection;jive;hogwash;myth;concoction;something manufactured;work;fiction;artifact;fib;song and dance;building;assembly;yarn;assemblage;figment;untruth;creation;product;manufacture;fable;production;construction;fake;fairy story;line;lie;manufacturing;forgery;jazz;smoke;falsehood;opus,production;manufacturing;construction;creation;fabricated;installation;preparation;customization;transformation
"She opened the door and took us past several doors marked with odd geometrical designs to another locked room. “Here it is,” she said. With a flourish, she opened the door to reveal a room with walls inlaid with lapis and gold wire, intricate patterns like a Czar’s jewelry box crawling down the walls.",Here,hereabouts;available;hitherto;three;on deck;this;within reach;attending;on hand;on board;attendant;in this place;in this direction;on this spot;present;hither;there;on-thespot,Thus;There;So;Now
"IBM is an exception among computer makers in that it still invests heavily in research to advance the design, manufacture and materials used in semiconductor chips. It is spending more than $500 million a year on semiconductor research and development. The factory will produce a wide range of specialized semiconductors used in everything from the largest mainframe computers to cell phones and video-game consoles.",more,fresh;well;farther;aggrandized;deeper;additional;greater;high;added;further;extra;more than that;above;moreover;bounteous;numerous;major;heavier;new;extended;innumerable;augmented;as much as;exceeding;amassed;over;wider;and;another;too many;great;massed;supplementary;other;higher;else;spare;expanded;over and above;enhanced;increased;larger;in addition;also;likewise;besides,less;greater;better
"Ochoa took Fabregas' spot in the roster, but the Angels will have to clear another spot today to make room for Bengie. Infielder Jose Nieves is likely to be sent down, but since he is out of options, he would have to clear waivers before he could join Triple-A Salt Lake. --Not expected: Fabregas, who hit .193 with no homers and eight RBI in 35 games with the Angels this season, said he was ""surprised and shocked"" to get traded from a pennant contender to a team 22 games out in the NL Central.",sent,address;impart;assign;ship;put out;express;cast;circulate;radiate;fling;hasten;hurl;delight;direct;turn on;hurry off;force;rush off;ravish;remit;emit;thrill;transmit;accelerate;charm;delegate;broadcast;commit;relay;mail;stir;freight;shoot;consign;enthuse;propel;let fly;advance;commission;route;dispatch;electrify;move;wire;communicate;give off;issue;bring;troll;forward;deliver;televise;get under way;detail;excite;fire;transfer through a system;intoxicate;enrapture;drop;please;expedite;titillate;grant;enthrall;post;notch;push;convey,shipped;traded;cut;moved;brought;let;taken;pushed
"The second mobster said the French pair had ""only three judges,"" and of the two judges they needed to win the gold medal ""one is ours, and the other our friends will give them."" Their concern for lining up more votes than they thought the Italian ice dancers had may stem from the Italian team's defeat of Anissina and Peizerat in the 2001 world championships. But they seemed pleased that the Russian pair's victory was achieved with the French judge's vote.",world,humanity;province;everyone;sphere;microcosm;area;atmosphere;division;group;human race;domain;life;humankind;globe;race;international;macrocosm;universe;terrene;heavenly body;star;earth;planet;creation;ambience;realm;experience;field;everybody;nature;system;global;memory;pursuits;class of existing beings;persons environment;class;matters;business;cosmos,global;international;European;national
"“Amy.” Nepthys looked at me incredulously. “You awaken a magical being of unknown power from an enchanted stone, having purchased her with your own blood from a slave dealer, and you name her ‘Amy’?”",looked,stare;gape;scan;face;gawk;notice;examine visually;note;rubberneck;show;pore over;scrutinize;appear;gaze;read;present;study;evidence;take a gander;give onto;indicate;glance;seek;peep;front on;tend;flash;focus;watch;observe;overlook;reckon on;goggle;hope;get a load of;look like;forecast;make clear;scout;strike as;admire;ogle;express;display;divine;take in the sights;glare;attend;front;exhibit;anticipate;regard;mind;view;manifest;see;spot;seem to be;sound;eye;survey;mark;foretell;await;inspect;glower;search;peer;consider;hunt;behold;spy;expect;contemplate;heed;resemble;beware;count on;feast ones eyes,stared;glanced;gazed;glared;frowned;smiled
"Its only light came from a dying candle on the desk whose spark etched shadows in the roughly planked walls. On the bed was a small, ratty man. I smelled matted hair and cedar chips.",small,grudging;trifling;petite;toy;pocket-sized;puny;trivial;set;stunted;inadequate;bush-league;light;unpretentious;narrow;quantity;inconsequential;small-time;modest;lesser;teeny;humble;scrubby;little;wee;inconsiderable;lower;short;scanty;immature;base;inferior;cramped;limited;unimportant;vulgar;microscopic;bantam;insignificant;selfish;narrow-minded;slight;bitty;tiny in size;poor;ignoble;small-scale;pint-sized;ineffectual;piddling;young;paltry;small-fry;illiberal;minor-league;diminutive;shrimp;minor;picayune;insufficient;nasty;tiny;unessential;pitiful;baby;undersized;negligible;meager;minute;miniature;runty;secondary;minuscule;petty;mini;teensy;mean,tiny;short;little;slight;young;tall
"He said companies engaged in e-commerce would be able to set up offices, employ staff and own equipment in the open zone, including fully-owned foreign companies. The e-commerce free zone is situated in north Dubai, near the industrial free zone in Jebel Ali, the top regional and tenth international leading area in container transit. The inauguration of Dubai Internet City coincides with the opening of an annual IT show in Dubai, the Gulf Information Technology Exhibition (Gitex), the biggest in the Middle East.",zone,sector;district;region;sphere;ground;section;place;band;belt;range;circuit;tract;strip;realm;segment;area;city;territory,site;area;space;district;z;region
"I’m telling you, it’s not even worth checking the bar!” I turned to keep going, but he caught my arm again. “Don’t do this, kid!",arm,offshoot;tributary;firth;flipper;extension;sound;annex;hook;division;creek;rivulet;member;detachment;fin;strait;rod;hand;brook;fjord;handle;affiliate;stream;section;authority;limb;block;department;branch;forearm;elbow;narrow body of water;flapper;bicep;bender;command;stump;prong;wing;bow;estuary;wrist;appendage;channel;inlet;bough;subdivision;sector;ell;projection;power;force,hand;elbow;wrist;shoulder;forearm;ear;eye
"""We were all appalled,"" the pilot said in his book ""The Tibbets Story."" Back on Tinian, Karnes had gone to bed. But he didn't sleep long.",bed,ground;cot;strip;couch;understructure;bedrock;piece;garden;rest;groundwork;pallet;his bunk;border;bunk;furniture for sleeping;trundle;cradle;crib;plot;patch of ground for planting;divan;bottom;davenport;chaise;bedstead;platform;bassinet;foundation;frame;seat;substratum;berth;area;sleep;sack;row;mattress;base;basis,sleep;night;work;rest;dinner;read;nap
"I am here now because you called for help, and no-one else would answer.” He turned onto the next street and shifted up. “I will help you find your Rachel.",street,place;block;court;sidewalk;back alley;highway;road;way;turf;pavement;track;boulevard;dead end;route;drive;trail;row;avenue;parkway;drag;roadway;passage;byway;stroll;terrace;thoroughfare;artery;lane;path upon which travel occurs,road;block;sidewalk;avenue;intersection;house;alley
"Hall, an Ohio Democrat and one of very few U.S. congressmen to visit Iraq since the 1991 Gulf War over Kuwait, is scheduled to embark Sunday the 12-hour overland trip to the Iraqi capital, Baghdad. He did not speak to reporters in Jordan, but he told The Associated Press before leaving the United States that he hopes to ""separate the humanitarian work from the political issues."" During his four days in Iraq, Hall said he wanted to investigate reports from relief agencies that a quarter of Iraqi children may be suffering from chronic malnutrition.",separate,distinguish;split;intersect;comb;sift;sequester;assign;go away;sort;break up;estrange;disentangle;take leave;split up;filter;dissever;disjoint;disunite;segregate;discriminate;disconnect;interval;rupture;group;come apart;diverge;uncouple;untie the knot;remove;seclude;part;classify;cleave;rope off;bifurcate;disjoin;distribute;uncombine;break off;island;divide;remove something from group;close off;go different ways;undo;come away;single out;insulate;compartment;dichotomize;order;isolate;sever;space;cut off;come between;compartmentalize;discontinue;unlink;divorce;drop;break it off;leave;go separate ways;intervene;draw apart;pull out;depart;keep or set apart;winnow;dissect;stand between;break;dedomicile;detach;put on one side;sunder;disunify;alienate;part company in a romantic relationship or marriage,isolate;separation;differentiate;distinguish;divorce;split;detach
"The panes looked dyed black, and only a few cold beams slipped through the filter. Footsteps echoed through the stone chamber, and the sound reflected back to me from everywhere. I couldn’t tell how many people were running, much less where they were.",stone,rock;granite;cement;rocky;grain;boulder;metal;mineral;pebble;crag;ore;gravel;jewel;gem;concrete;crystal;hard piece of earths surface,rock;limestone;marble;granite;glass
"Nepthys quickly answered for me. “Girlfriend troubles. She came down here with someone after a party, and I don’t think it was one of your average pixies.”",troubles,puzzle;discord;curse;effort;failure;while;scrape;unrest;woe;malfunction;bustle;difficulty;attention;pest;bad health;ado;exertion;flurry;disturbance;heartache;pain;anxiety;issue;hindrance;complaint;something requiring great effort;suffering;tumult;grief;pickle;struggle;task;row;affair;worry;misfortune;defect;hassle;care;rigor;affliction;disease;disorder;hardship;bind;disability;thought;predicament;labor;irritation;work;problem;discontent;ailment;agitation;commotion;bad news;malady;dilemma;hot water;spot;vexation;tribulation;trial;danger;nuisance;annoyance;strife;sorrow;dissatisfaction;hang-up;pother;strain;illness;concern;torment;distress;upset;inconvenience;fuss;mess;dire straits;disquiet;stress;pains;bother,problems;issues;friend;friends;problem
he screamed. “You idiots! You woke it up?,idiots,blockhead;very stupid person;dimwit;cretin;twit;kook;jerk;stupid;imbecile;out to lunch;bonehead;nincompoop;dunce;moron;simpleton;tomfool;numskull;nitwit;ninny;dumbbell;dork;fool;dummy be;pinhead;ignoramus,fools;monkeys;stupidity;thugs;losers;pigs;chickens
"They nodded. “Oh, totally,” said the hunchback. “I get that all the time around here.”",totally,positively;all;all in all;absolutely;in toto;unmitigatedly;thoroughly;top to bottom;completely;surely;just;flat out;really;altogether;definitely;for sure;entirely;consummately;quite;perfectly;utterly;exclusively;wholeheartedly;truly;unconditionally;fully;exactly;comprehensively;wholly;full blast,definitely;maybe;exactly;completely;absolutely;seriously
"“It must have been wishful thinking.” “No, I saw him! I have to hurry, too!",saw,pop in;accompany;take out;steer;bear company;attend;lay eyes on;think;get;study;examine;consort with;behold;peek;stop in;encounter;notice;flash;mark;look;stop by;witness;walk;ascertain;gaze;fancy;know;determine;fathom;suffer;find out;show;envisage;catch;note;date;get the hang of;visualize;watch;follow;pierce;gawk;stare;investigate;understand;direct;inspect;vision;take in;foretell;gape;be apprised of;discover;foresee;glare;take notice;observe;visit;peg;get a load of;comprehend;route;detect;spy;catch on;divine;learn;usher;peep;perceive;penetrate;mind;eye;peer;realize;sight;clock;speak to;survey;imagine;drop by;appraise;spot;go out with;lead;heed;look up;identify;perceive with eyes;shepherd;hear;tumble;pilot;feel;distinguish;experience;descry;regard;call;conceive;unearth;ponder;anticipate;have;picture;make out;weigh;scrutinize;undergo;remark;conduct;sustain;envision;scan;escort;espy;go with;come over;drop in;run into;view;pay attention to;get the drift;keep company with;come by;grasp;catch sight of;glimpse;contemplate;catch a glimpse of;feature;appreciate;recognize;beam;scope;meet;receive;discern;look at;with;guide associate,seen;see;heard;watched;spotted;knew;caught;felt;witnessed
"“Nathan,” said Nepthys, “I think that you just did something very stupid.” “I agree,” I told him. The stone was as warm as human flesh now, and there was a sort of glow that might have been light or just the stone’s soft heat, I don’t know.",told,speak to;exhibit;reply to;give an account of;take its toll;warn;be sure;weigh;disclose;answer;register;command;require;militate;make presence felt;determine;announce;summon;express to;keep posted;calculate;divine;count;portray;recognize;reveal;compute;order;explain;ventilate;tale;chronicle;enjoin;reckon;state;number;acquaint;leave word;know;leak;understand;expose;fill in;proclaim;impart;let know;have force;inform;open up;instruct;numerate;relate;divulge;clinch;take effect;speak;bid;ascertain;apprise;differentiate;rehearse;notify;put before;identify;lay open;give facts;enumerate;count one by one;learn;say;recount;represent;call upon;communicate;depict;narrate;comprehend;tally;utter;let in on;discriminate;clue in;know for certain;say to;discern;let slip;confess;find out;recite;have effect;reel off;direct;set forth;describe;level;authorize;make known;report;break the news;make presence known;carry weight;perceive;distinguish;mention;spit it out;give out;express;see;discover;advise;deduce;declare;make out;update,informed;reassured;said;warned;reminded;asked;taught;heard
"Shivers swept through her body, and Nepthys reached out to touch her but I stopped him. He glanced at me with honest concern, probably the first honest moment he’d shown me: ‘Is she all right?’ I didn’t know.",glanced,run over;look at briefly;flash;coruscate;check out;peep;look;gleam;glint;sideswipe;shine;skim through;rebound;scan;skip;slide;glitter;riffle through;take a gander;shimmer;take in;shave;flip through;touch;leaf through;contact;view;sparkle;careen;ricochet;peek;kiss;gaze;skim;dip into;carom;peer;browse;thumb through;glimpse;see;get a load of;slant;reflect light;glisten;hit off of something;graze;glimmer;twinkle;bounce;scrape;run through;brush;strike;dart,gazed;looked;glared;frowned;stared;chuckled;grinned
